name,image,availability,deckcode,type,subtype,rarity,attribute,class,cost,power,health,uses,ability,aactivate,activate,aassemble,assemble,banish,abattle,battle,beastform,abetray,betray,abreakthrough,breakthrough,change,acharge,charge,aconsume,consume,copy,acover,cover,adrain,drain,aempower,empower,aequip,equip,aexalt,exalt,aexpertise,expertise,aguard,guard,aheal,heal,ainvade,invade,alastgasp,lastgasp,alethal,lethal,amobilize,mobilize,amove,move,apilfer,pilfer,plot,aprophecy,prophecy,arally,rally,aregenerate,regenerate,asacrifice,sacrifice,ashackle,shackle,shout,asilence,silence,aslay,slay,steal,asummon,summon,transform,atreasurehunt,treasurehunt,uniqueability,unsummon,aveteran,veteran,award,ward,awaxwane,waxwane,awounded
Little Girl,LG-card-Little Girl.png,Dark Brotherhood,jL,Creature,Vampire,Rare,Endurance,,4,0,2,,"At the start of your turn, Little Girl changes into a 5/5 Ageless Vampire with Drain.",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lockpick,LG-card-Lockpick.png,Heroes of Skyrim,jM,Action,,Rare,Agility,,2,,,,"Either put another Lockpick into your hand or draw a card and reduce its cost by 2, chosen randomly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lord Harkon,LG-card-Lord Harkon.png,Dawnguard,"",Creature,Vampire,Legendary,Endurance,,4,2,4,,"Slay: Change into Harkon, Vampire Lord.",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lord of the Arena,LG-card-Lord of the Arena.png,Jaws of Oblivion,yp,Creature,Minotaur,Legendary,Strength,,11,8,8,,Summon: Choose two creatures to Battle each other.,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Lower Canton Smith,LG-card-Lower Canton Smith.png,Houses of Morrowind,jN,Creature,Dark Elf,Common,Strength,,3,2,2,,Plot: Equip a friendly creature with a +2/+2 Steel Scimitar.,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowland Troll,LG-card-Lowland Troll.png,Core,jO,Creature,Troll,Rare,Endurance,,7,4,8,,Regenerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Loyal Housecarl,LG-card-Loyal Housecarl.png,Core,jP,Creature,Nord,Epic,Willpower,,5,2,2,,Prophecy Summon: Give a creature +2/+2 and Guard.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Lucien Lachance,LG-card-Lucien Lachance.png,Core,jQ,Creature,Imperial,Legendary,Endurance,,4,1,5,,"Lethal When another friendly creature Slays, give it +2/+2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,
Lumbering Ogrim,LG-card-Lumbering Ogrim.png,Core,jR,Creature,Daedra,Epic,Strength,,4,7,4,,Lumbering Ogrim can't gain Cover.,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Luminous Shards,LG-card-Luminous Shards.png,Alliance War,sT,Action,,Common,Willpower,,3,,,,Destroy a creature with 1 power or less. Empower: +1 power.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunar Sway,LG-card-Lunar Sway.png,Moons of Elsweyr,wp,Action,"",Epic,Neutral,,1,,,,Wax: Put a 3/3 Cathay-raht into your hand. Wane: Put a 4/4 Dagi-raht with Guard into your hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Lurking Crocodile,LG-card-Lurking Crocodile.png,Core,jS,Creature,Reptile,Common,Neutral,,2,3,2,,Prophecy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lurking Mummy,LG-card-Lurking Mummy.png,Core,jT,Creature,Mummy,Common,Endurance,,5,2,6,,"Prophecy, Guard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lute,LG-card-Lute.png,Heroes of Skyrim,jU,Item,,Rare,Neutral,,1,,,,+1/+2 The wielder is immune to Silence.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Luzrah gro-Shar,LG-card-Luzrah gro-Shar.png,Isle of Madness,jV,Creature,Orc,Legendary,Intelligence,,2,2,3,,"When you summon a creature with 6 cost or more, both Luzrah and that creature gain +1/+1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Lydia,LG-card-Lydia.png,Heroes of Skyrim,jW,Creature,Nord,Legendary,Willpower,,5,3,8,,Guard Lydia guards both lanes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Lyris Titanborn,LG-card-Lyris Titanborn.png,Alliance War,tB,Creature,Nord,Legendary,Strength,,6,5,5,,"At the start of your turn, deal damage to your opponent destroying their front rune.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Mace of Encumbrance,LG-card-Mace of Encumbrance.png,Core,jX,Item,,Rare,Intelligence,,3,,,,+2/+1 Summon: Shackle an enemy creature.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,
Mad Dash,LG-card-Mad Dash.png,Isle of Madness,jY,Action,,Common,Agility,,2,,,,"Move a friendly creature, then give it +1/+1 for each enemy creature in its lane.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madness Beckons,LG-card-Madness Beckons.png,Festival of Madness,jZ,Action,,Epic,Neutral,,1,,,,Put a random Isle of Madness card into your hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mage Slayer,LG-card-Mage Slayer.png,Core,ka,Creature,Nord,Epic,Strength,,2,3,2,,Mage Slayer can't be damaged by actions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Mage's Trick,LG-card-Mage's Trick.png,Heroes of Skyrim,kb,Action,,Rare,,Mage,3,,,,"Deal 1 damage, gain 1 health, and draw a card.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mages Guild Conjurer,LG-card-Mages Guild Conjurer.png,Alliance War,uE,Creature,Breton,Epic,Intelligence,,6,2,3,,"Expertise: Summon a Flame Atronach, then upgrade the Atronach Mages Guild Conjurer summons.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mages Guild Recruit,LG-card-Mages Guild Recruit.png,Houses of Morrowind,kc,Creature,Argonian,Common,Intelligence,,2,1,2,,Summon: Reduce the cost of an action in your hand by 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Mages Guild Retreat,LG-card-Mages Guild Retreat.png,Core,kd,Support,,Epic,Intelligence,,7,,,Ongoing,"At the end of each turn, if you played two actions, summon a random Atronach.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malefic Wreath,LG-card-Malefic Wreath.png,Core,ke,Action,,Rare,Agility,,3,,,,Give a creature -2/-2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manic Grummite,LG-card-Manic Grummite.png,Isle of Madness,kf,Creature,Grummite,Common,Neutral,,3,2,3,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manic Jack,LG-card-Manic Jack.png,Isle of Madness,kg,Creature,Breton,Common,Intelligence,,3,3,3,,"When Manic Jack gains a Keyword, he gains +1/+1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Manic Mutation,LG-card-Manic Mutation.png,Isle of Madness,kg,Action,,Common,Intelligence,,1,,,,Give a friendly creature a random Keyword.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mankar Camoran,LG-card-Mankar Camoran.png,Jaws of Oblivion,xg,Creature,High Elf,Legendary,,Battlemage,4,4,4,,"After you play an action, Invade. Friendly Oblivion Gate Oblivion Gates have +4/+0.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Mannimarco,LG-card-Mannimarco.png,Alliance War,tD,Creature,High Elf,Legendary,Endurance,,10,6,6,,Summon: Summon a creature from your opponent's discard pile.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,
Mantikora,LG-card-Mantikora.png,Core,kh,Creature,Mantikora,Epic,Willpower,,10,6,6,,Guard Summon: Destroy an enemy creature in this lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Maple Shield,LG-card-Maple Shield.png,Core,ki,Item,,Common,Neutral,,0,,,,+0/+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Chieftain,LG-card-Marauder Chieftain.png,Jaws of Oblivion,xW,Creature,Orc,Epic,Strength,,4,1,5,,"Summon: Give a creature +1/+0. When another friendly creature gains power, Marauder Chieftain also gains that much power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Markarth Bannerman,LG-card-Markarth Bannerman.png,Core,kj,Creature,Nord,Epic,Strength,,5,4,4,,"When Markarth Bannerman attacks, put two 1/1 Nord Firebrand Nord Firebrands with Charge into your hand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Marked Man,LG-card-Marked Man.png,Dark Brotherhood,kk,Creature,Imperial,Common,Willpower,,1,1,1,,Summon: Put a 0/2 Makeshift Defenses with Guard into your hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Septim,LG-card-Martin Septim.png,Jaws of Oblivion,xh,Creature,Imperial,Legendary,,Scout,4,3,7,,"At the start of your turn, gain all unspent magicka from your last turn. When you have 30 or more magicka, Martin Septim changes into a 30/30 Avatar of Akatosh.",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Master of Arms,LG-card-Master of Arms.png,Core,kl,Creature,Redguard,Epic,Intelligence,,6,4,4,,Summon: Master of Arms equips the two highest cost items from your discard pile.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Master of Incunabula,LG-card-Master of Incunabula.png,Alliance War,uD,Creature,High Elf,Epic,,The Guildsworn,4,3,6,,Master of Incunabula has the Expertise abilities of all your creatures.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Master of Thieves,LG-card-Master of Thieves.png,Core,kn,Creature,Khajiit ,Epic,,Monk,4,3,5,,Friendly creatures with Pilfer may attack an extra time each turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Master Swordsmith,LG-card-Master Swordsmith.png,Heroes of Skyrim,ko,Creature,Redguard,Rare,Intelligence,,3,2,3,,"At the start of your turn, give each item in your deck +1/+1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Mausoleum Delver,LG-card-Mausoleum Delver.png,Moons of Elsweyr,wL,Creature,Khajiit,Epic,Agility,,4,2,5,,Charge Pilfer: Steal a card from your opponent's discard pile to yours.,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Mechanical Ally,LG-card-Mechanical Ally.png,Monthly Card,kp,Creature,Dwemer,Epic,Neutral,,3,3,3,,Summon: Summon a Spider Worker if the top card of your deck is Neutral.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
The Mechanical Heart,LG-card-The Mechanical Heart.png,Clockwork City,qp,Support,"",Legendary,Willpower,,6,"","",Ongoing,"When you have 0 or less health, sacrifice The Mechanical Heart, set your health to 10, and restore a rune.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Mecinar,LG-card-Mecinar.png,Clockwork City,kq,Creature,Dark Elf,Legendary,Neutral,,8,4,4,,Summon: Stitch together the top creature from both decks to create an&nbsp; Abomination&nbsp; and put it into your hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,
Mecinar's Will,LG-card-Mecinar's Will.png,Clockwork City,kr,Action,,Rare,Willpower,,5,,,,Steal an enemy creature with 3 power or less until the end of the turn. It gains Charge.,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Mehrunes Dagon's Flayer,LG-card-Mehrunes Dagon's Flayer.png,Jaws of Oblivion,xZ,Creature,Daedra,Rare,Strength,,3,2,5,,"At the start of your turn, deal 1 damage to another friendly creature and give it +2/+0.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Mehrunes Dagon's Seducer,LG-card-Mehrunes Dagon's Seducer.png,Jaws of Oblivion,yd,Creature,Daedra,Rare,Willpower,,4,3,6,,"Breakthrough, Drain",,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memory Wraith,LG-card-Memory Wraith.png,Clockwork City,ks,Creature,Spirit,Epic,Intelligence,,5,5,5,,Summon: Banish your opponent's discard pile.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Mentor of the Watch,LG-card-Mentor of the Watch.png,Heroes of Skyrim,kt,Creature,Imperial,Common,Endurance,,3,2,2,,"Prophecy, Guard Summon: Give a creature in your hand Guard.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Mentor's Ring,LG-card-Mentor's Ring.png,Core,ku,Item,,Legendary,Intelligence,,5,,,,+3/+3 Summon: Give this creature's Keywords to each other friendly creature.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Mercenary Captain,LG-card-Mercenary Captain.png,Moons of Elsweyr,wG,Creature,Nord,Rare,Willpower,,4,2,2,,Summon: Consume a creature to give other friendly creatures +1/+1.,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Merchant's Camel,LG-card-Merchant's Camel.png,Madhouse Collection,kv,Creature,Beast,Common,Neutral,,4,1,4,,Summon: Look at the top three cards of your deck. Draw one and discard the others.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Merric-at-Aswala,LG-card-Merric-at-Aswala.png,Core,kw,Creature,Redguard,Legendary,,Battlemage,7,2,2,,Summon: Equip each friendly creature in this lane with a random item.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Midnight Burial,LG-card-Midnight Burial.png,Tamriel Collection,Bn,Action,"",Rare,Endurance,,1,"","",,Betray Choose a creature in your deck. Create a copy of that creature in your discard pile and give it +1/+1.,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midnight Snack,LG-card-Midnight Snack.png,Heroes of Skyrim,kx,Creature,Nord,Common,Neutral,,2,2,2,,"Prophecy, Guard  Last Gasp: Reduce the cost of a random Dragon in your hand by 1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midnight Sweep,LG-card-Midnight Sweep.png,Core,ky,Action,,Rare,Endurance,,4,,,,Prophecy Summon a 2/2 Colovian Trooper with Guard in each lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midnight Trespasser,LG-card-Midnight Trespasser.png,Moons of Elsweyr,wf,Creature,Dark Elf,Common,Intelligence,,1,2,2,,Summon: Consume a creature to gain +1/+1.,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Mighty Ally,LG-card-Mighty Ally.png,Core,kz,Creature,Nord,Common,Strength,,3,3,3,,Summon: +3/+0 and Breakthrough if the top card of your deck is  Strength.,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Mighty Conjuring,LG-card-Mighty Conjuring.png,Houses of Morrowind,kA,Action,,Legendary,Intelligence,,7,,,,"Summon a random Atronach. If you have a creature with 5 power or more, summon a Lava Atronach instead.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Militant Chieftain,LG-card-Militant Chieftain.png,Core,kB,Creature,Orc,Epic,,Warrior,5,3,3,,Summon: Draw a random Orc from your discard pile. Other friendly Orcs have +1/+1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
"Miraak, Dragonborn","LG-card-Miraak,_Dragonborn.png",Core,kC,Creature,Nord,Legendary,Willpower,,11,5,5,,Summon: Steal an enemy creature.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,
Miscarcand Lich,LG-card-Miscarcand Lich.png,Jaws of Oblivion,xO,Creature,Skeleton,Legendary,Endurance,,4,3,5,,Summon: Choose an enemy creature.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Mistveil Enchanter,LG-card-Mistveil Enchanter.png,Heroes of Skyrim,kD,Creature,Breton,Common,Intelligence,,4,2,2,,Ward Summon: +2/+0 if you have another creature with Ward.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,
Mistveil Warden,LG-card-Mistveil Warden.png,Clockwork City,kE,Creature,Imperial,Common,Endurance,,3,2,4,,Treasure Hunt – Guard: Give the Guard +1/+2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Modryn Oreyn,LG-card-Modryn Oreyn.png,Jaws of Oblivion,yc,Creature,Dark Elf,Legendary,Strength,,4,4,4,,Breakthrough Summon: Your opponent summons a Blackwood Hoodlum in each lane.,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Moment of Clarity,LG-card-Moment of Clarity.png,Core,kF,Action,,Epic,Intelligence,,2,,,,"Reveal three random cards, then choose one to draw.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monastic Champion,LG-card-Monastic Champion.png,Moons of Elsweyr,wC,Creature,Khajiit,Epic,Willpower,,5,6,5,,Breakthrough Pilfer: Summon a 3/3 Cathay-raht.,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monk's Strike,LG-card-Monk's Strike.png,Heroes of Skyrim,kG,Action,,Rare,,Monk,4,,,,Move a friendly creature and give it +3/+0 and Drain this turn.,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monster Perfection Lab,LG-card-Monster Perfection Lab.png,Monthly Card,yQ,Support,,Epic,,Battlemage,1,,,Ongoing,"At the end of your turn, you may choose a friendly creature wielding three or more items. If you do, sacrifice Monster Perfection Lab and choose an item from your deck to equip to the creature.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Moon Bishop,LG-card-Moon Bishop.png,Moons of Elsweyr,wU,Creature,Khajiit,Common,Willpower,,1,1,1,,Wax: +0/+4 Wane: You gain 4 health.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Moon Gate,LG-card-Moon Gate.png,Moons of Elsweyr,wo,Support,"",Common,Neutral,,1,,,2,Activate: Get both Wax and Wane effects this turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Moon Sugar Smuggler,LG-card-Moon Sugar Smuggler.png,Houses of Morrowind,kH,Creature,Khajiit,Rare,Agility,,1,1,1,,Last Gasp: Gain 2 magicka this turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moonlight Werebat,LG-card-Moonlight Werebat.png,Core,kI,Creature,Beast,Epic,Agility,,4,4,2,,"Prophecy, Drain",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moonmoth Castellan,LG-card-Moonmoth Castellan.png,Houses of Morrowind,kJ,Creature,Imperial,Common,Willpower,,4,4,3,,Guard Plot: Put a random Guard into your hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moonphase Suthay,LG-card-Moonphase Suthay.png,Moons of Elsweyr,wH,Creature,Khajiit,Common,Agility,,3,2,2,,Wax: +1/+1 and Drain. Wane: Draw a card.,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Moontouched Guardian,LG-card-Moontouched Guardian.png,Moons of Elsweyr,wE,Creature,Khajiit,Rare,Endurance,,4,3,3,,Wax: Give a creature in your hand +2/+2. Wane: Guard and Ward.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,
Morag Tong Aspirant,LG-card-Morag Tong Aspirant.png,Houses of Morrowind,kK,Creature,Dark Elf,Legendary,Agility,,1,2,1,,Slay: Summon a Morag Tong Aspirant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Morag Tong Assassin,LG-card-Morag Tong Assassin.png,Houses of Morrowind,kL,Creature,Dark Elf,Rare,Agility,,2,3,2,,Summon: Summon a 0/1 Target with Guard for your opponent. Slay: +1/+1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,
Morag Tong Nightblade,LG-card-Morag Tong Nightblade.png,Houses of Morrowind,kM,Creature,Dark Elf,Epic,Willpower,,4,3,4,,"Summon: Summon a 0/1 Target with Guard for your opponent. Slay: Draw a card. If it's an action, reduce its cost to 0.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,
Morkul Gatekeeper,LG-card-Morkul Gatekeeper.png,Core,kN,Creature,Orc,Common,Strength,,3,2,2,,"Prophecy, Guard Summon: Give a creature +2/+0.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
"Morokei, the Deathless","LG-card-Morokei, the Deathless.png",Forgotten Hero Collection,kP,Creature,Skeleton,Legendary,Neutral,,5,5,5,,"Summon: If you started the game with no duplicate cards in your deck, you gain 5 health and restore a rune.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
